mapres10,papres10,paeduc,maeduc,educ,degree,born,reg16,incom16,father_factor,mother_factor,high_school
31,43,2,6,9,less than high school,yes,west south central,below average,Lower than Median,Lower than Median,0
48,25,12,12,16,bachelor's,yes,west south central,far above average,Lower than Median,Above and Equal to Median,1
28,37,12,10,12,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
47,45,12,12,14,associate/junior college,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
64,43,16,16,16,bachelor's,yes,west south central,above average,Lower than Median,Above and Equal to Median,1
47,60,12,12,16,bachelor's,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
28,32,12,11,12,high school,yes,west south central,average,Lower than Median,Lower than Median,0
25,39,5,5,12,high school,yes,west south central,average,Lower than Median,Lower than Median,0
64,44,15,16,13,high school,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,0
31,26,9,16,12,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
47,35,12,12,12,high school,yes,west south central,far above average,Lower than Median,Above and Equal to Median,0
27,44,3,1,13,high school,yes,mountain,average,Above and Equal to Median,Lower than Median,0
48,50,16,12,10,less than high school,yes,west south central,below average,Above and Equal to Median,Above and Equal to Median,0
47,36,14,13,16,graduate,yes,pacific,average,Lower than Median,Above and Equal to Median,1
45,66,14,13,13,high school,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,0
48,28,12,12,15,associate/junior college,yes,west south central,below average,Lower than Median,Above and Equal to Median,1
39,63,15,12,20,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
38,66,18,14,16,graduate,no,west north central,below average,Above and Equal to Median,Lower than Median,1
47,44,11,12,18,associate/junior college,no,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
47,48,10,12,16,bachelor's,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
47,35,8,14,14,high school,yes,mountain,below average,Lower than Median,Above and Equal to Median,0
45,38,16,12,18,graduate,yes,east north central,above average,Lower than Median,Above and Equal to Median,1
31,35,12,14,16,high school,yes,east north central,average,Lower than Median,Lower than Median,0
36,35,12,12,14,bachelor's,yes,mountain,below average,Lower than Median,Lower than Median,1
61,80,17,16,18,graduate,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,1
39,53,16,16,18,graduate,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
61,53,16,16,16,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
52,36,16,12,16,bachelor's,yes,mountain,average,Lower than Median,Above and Equal to Median,1
48,38,15,16,18,graduate,yes,east north central,average,Lower than Median,Above and Equal to Median,1
38,73,16,16,20,graduate,yes,mountain,above average,Above and Equal to Median,Lower than Median,1
55,41,13,18,18,graduate,yes,east north central,average,Lower than Median,Above and Equal to Median,1
61,66,17,18,12,high school,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,0
53,40,12,12,17,bachelor's,yes,pacific,average,Lower than Median,Above and Equal to Median,1
64,62,18,16,16,bachelor's,yes,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
47,31,12,12,16,bachelor's,yes,west north central,below average,Lower than Median,Above and Equal to Median,1
31,33,12,12,14,associate/junior college,yes,pacific,far below average,Lower than Median,Lower than Median,1
31,35,10,12,17,bachelor's,yes,pacific,average,Lower than Median,Lower than Median,1
45,36,12,12,13,high school,yes,mountain,above average,Lower than Median,Above and Equal to Median,0
69,60,16,12,12,high school,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,0
48,29,8,10,12,high school,yes,middle atlantic,far below average,Lower than Median,Above and Equal to Median,0
49,70,16,16,15,associate/junior college,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
32,62,12,12,15,associate/junior college,yes,mountain,below average,Above and Equal to Median,Lower than Median,1
64,64,16,16,18,bachelor's,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
25,35,11,14,14,high school,yes,west south central,far below average,Lower than Median,Lower than Median,0
33,70,17,16,17,bachelor's,yes,mountain,below average,Above and Equal to Median,Lower than Median,1
34,38,3,9,13,high school,yes,middle atlantic,below average,Lower than Median,Lower than Median,0
20,62,14,13,12,high school,yes,west south central,below average,Above and Equal to Median,Lower than Median,0
25,72,20,12,20,bachelor's,yes,west south central,average,Above and Equal to Median,Lower than Median,1
31,28,12,12,16,bachelor's,yes,east south atlantic,average,Lower than Median,Lower than Median,1
39,38,14,16,18,graduate,yes,west south central,average,Lower than Median,Above and Equal to Median,1
31,39,18,14,17,graduate,no,middle atlantic,average,Lower than Median,Lower than Median,1
61,46,14,16,18,graduate,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
47,62,12,12,16,associate/junior college,yes,south atlantic,below average,Above and Equal to Median,Above and Equal to Median,1
57,17,16,20,15,associate/junior college,yes,pacific,below average,Lower than Median,Above and Equal to Median,1
32,63,12,12,16,bachelor's,yes,mountain,below average,Above and Equal to Median,Lower than Median,1
64,64,16,16,16,bachelor's,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,1
39,38,12,12,12,high school,yes,mountain,below average,Lower than Median,Above and Equal to Median,0
45,38,12,12,14,associate/junior college,yes,east south atlantic,average,Lower than Median,Above and Equal to Median,1
38,44,12,10,13,high school,yes,mountain,below average,Above and Equal to Median,Lower than Median,0
54,66,12,16,18,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
31,53,12,9,20,graduate,yes,mountain,average,Above and Equal to Median,Lower than Median,1
31,49,12,14,19,graduate,yes,mountain,average,Above and Equal to Median,Lower than Median,1
64,45,16,16,14,high school,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,0
47,45,11,16,13,high school,yes,pacific,below average,Above and Equal to Median,Above and Equal to Median,0
28,40,16,6,8,less than high school,yes,mountain,below average,Lower than Median,Lower than Median,0
59,43,13,17,15,associate/junior college,yes,mountain,below average,Lower than Median,Above and Equal to Median,1
35,38,11,10,20,graduate,yes,pacific,far above average,Lower than Median,Lower than Median,1
64,47,12,16,14,high school,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,0
45,72,10,12,18,graduate,yes,pacific,above average,Above and Equal to Median,Above and Equal to Median,1
21,48,18,14,14,associate/junior college,yes,mountain,average,Above and Equal to Median,Lower than Median,1
48,35,12,14,12,high school,yes,mountain,average,Lower than Median,Above and Equal to Median,0
45,28,20,12,13,high school,yes,mountain,average,Lower than Median,Above and Equal to Median,0
49,64,16,14,12,high school,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,0
61,50,20,16,20,graduate,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
38,45,11,12,14,associate/junior college,yes,mountain,average,Above and Equal to Median,Lower than Median,1
31,62,16,12,14,associate/junior college,yes,mountain,average,Above and Equal to Median,Lower than Median,1
31,25,10,12,13,high school,yes,mountain,average,Lower than Median,Lower than Median,0
69,48,20,13,17,bachelor's,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
17,53,12,14,16,bachelor's,yes,mountain,above average,Above and Equal to Median,Lower than Median,1
64,70,16,15,18,graduate,no,pacific,above average,Above and Equal to Median,Above and Equal to Median,1
36,64,20,18,12,high school,yes,south atlantic,average,Above and Equal to Median,Lower than Median,0
33,38,4,0,20,graduate,yes,mountain,below average,Lower than Median,Lower than Median,1
69,69,18,18,16,bachelor's,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
27,28,3,3,11,high school,no,pacific,below average,Lower than Median,Lower than Median,0
48,35,12,15,16,bachelor's,yes,pacific,far below average,Lower than Median,Above and Equal to Median,1
32,39,14,13,14,high school,yes,mountain,above average,Lower than Median,Lower than Median,0
35,51,12,12,19,graduate,no,east north central,average,Above and Equal to Median,Lower than Median,1
46,60,20,16,19,graduate,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
27,38,0,0,13,high school,yes,mountain,average,Lower than Median,Lower than Median,0
64,44,16,14,18,graduate,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
33,27,2,7,14,high school,yes,mountain,below average,Lower than Median,Lower than Median,0
47,60,12,12,20,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
31,51,12,13,18,bachelor's,yes,mountain,far above average,Above and Equal to Median,Lower than Median,1
47,34,8,10,14,associate/junior college,yes,west north central,average,Lower than Median,Above and Equal to Median,1
31,35,12,12,10,less than high school,yes,mountain,below average,Lower than Median,Lower than Median,0
49,64,12,12,13,high school,yes,pacific,far below average,Above and Equal to Median,Above and Equal to Median,0
31,69,16,12,16,bachelor's,yes,west north central,average,Above and Equal to Median,Lower than Median,1
21,25,7,7,12,high school,no,pacific,far above average,Lower than Median,Lower than Median,0
28,44,12,9,18,bachelor's,no,pacific,below average,Above and Equal to Median,Lower than Median,1
47,53,16,15,17,bachelor's,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
32,38,12,10,10,less than high school,yes,mountain,far below average,Lower than Median,Lower than Median,0
21,35,10,10,17,bachelor's,yes,mountain,average,Lower than Median,Lower than Median,1
47,40,12,12,12,high school,yes,pacific,above average,Lower than Median,Above and Equal to Median,0
